9.2871	1
9.4971	1
9.6729	1
9.8096	1
9.9072	1
9.9658	1
9.9854	1
9.9658	1
9.9072	1
9.8096	1
9.6729	1
9.4971	1
9.2871	1
9.0381	1
8.7500	1
8.4326	1
8.0811	1
7.6953	1
7.2803	1
6.8359	1
6.3623	1
5.8691	1
5.3467	1
4.8096	1
4.2480	1
3.6719	1
3.0811	1
2.4805	1
1.8652	1
1.2451	1
0.6201	1
-0.0049	1
-0.6348	1
-1.2598	1
-1.8799	1
-2.4951	1
-3.0957	1
-3.6865	1
-4.2627	1
-4.8242	1
-5.3613	1
-5.8838	1
-6.3770	1
-6.8506	1
-7.2949	1
-7.7100	1
-8.0957	1
-8.4473	1
-8.7646	1
-9.0527	1
-9.3018	1
-9.5117	1
-9.6875	1
-9.8242	1
-9.9219	1
-9.9805	1
-10.0000	1
-9.9805	1
-9.9219	1
-9.8242	1
-9.6875	1
-9.5117	1
-9.3018	1
-9.0527	1
-8.7646	1
-8.4473	1
-8.0957	1
-7.7100	1
-7.2949	1
-6.8506	1
-6.3770	1
-5.8838	1
-5.3613	1
-4.8242	1
-4.2627	1
-3.6865	1
-3.0957	1
-2.4951	1
-1.8799	1
-1.2598	1
-0.6348	1
-0.0049	1
0.6201	1
1.2451	1
1.8652	1
2.4805	1
3.0811	1
3.6719	1
4.2480	1
4.8096	1
5.3467	1
5.8691	1
6.3623	1
6.8359	1
7.2803	1
7.6953	1
8.0811	1
8.4326	1
8.7500	1
9.0381	1
9.2871	1
9.4971	1
9.6729	1
9.8096	1
9.9072	1
9.9658	1
9.9854	1
9.9658	1
9.9072	1
9.8096	1
9.6729	1
9.4971	1
9.2871	1
9.0381	1
8.7500	1
8.4326	1
8.0811	1
7.6953	1
7.2803	1
6.8359	1
6.3623	1
5.8691	1
5.3467	1
4.8096	1
4.2480	1
3.6719	1
3.0811	1
2.4805	1
1.8652	1
1.2451	1
0.6201	1
-0.0049	1
-0.6348	1
-1.2598	1
-1.8799	1
-2.4951	1
